UUID,DayOfWeek,FlightDate,UniqueCarrier,Origin,OriginCityName,OriginState,Dest,DestState,DepTime,DepDelay,ArrTime,ArrDelay,Cancelled,ActualElapsedTime,Distance
56D42576-A70D-4633-B858-B2D61D62089A,6,2016/02/13,AA,DFW,"Dallas/Fort Worth, TX",TX,DTW,MI,1124,19.0,1508,25.0,0.0,164.0,986.0
73EE7FAE-5E10-4EC7-9178-DA4D2DA0C4C1,7,2016/02/14,AA,DFW,"Dallas/Fort Worth, TX",TX,DTW,MI,1103,-2.0,1433,-10.0,0.0,150.0,986.0
F6CDE7A0-1BCB-4489-B082-B021BB1B10FE,1,2016/02/15,AA,DFW,"Dallas/Fort Worth, TX",TX,DTW,MI,1116,11.0,1437,-6.0,0.0,141.0,986.0
0DC65A40-8930-4377-8080-DC0646FCAA07,2,2016/02/16,AA,DFW,"Dallas/Fort Worth, TX",TX,DTW,MI,1105,0.0,1438,-5.0,0.0,153.0,986.0
0FA32F83-60E8-4F95-BFCA-5A1365322932,3,2016/02/17,AA,DFW,"Dallas/Fort Worth, TX",TX,DTW,MI,1059,-6.0,1441,-2.0,0.0,162.0,986.0
7933F6D1-91D9-414D-A94E-C6B705F80558,4,2016/02/18,AA,DFW,"Dallas/Fort Worth, TX",TX,DTW,MI,1054,-11.0,1427,-16.0,0.0,153.0,986.0
DFC7CEFD-5370-4517-A275-6310DD6D4C08,5,2016/02/19,AA,DFW,"Dallas/Fort Worth, TX",TX,DTW,MI,1124,19.0,1456,13.0,0.0,152.0,986.0
65D1541A-ADD2-49EC-A35D-48F1152210C1,6,2016/02/20,AA,DFW,"Dallas/Fort Worth, TX",TX,DTW,MI,1102,-3.0,1427,-16.0,0.0,145.0,986.0
23834942-526E-4A21-9103-E18B3A3DC15B,7,2016/02/21,AA,DFW,"Dallas/Fort Worth, TX",TX,DTW,MI,1059,-6.0,1420,-23.0,0.0,141.0,986.0
98D87A43-829E-4DB1-8549-81D4B674CCF5,1,2016/02/22,AA,DFW,"Dallas/Fort Worth, TX",TX,DTW,MI,1105,0.0,1427,-16.0,0.0,142.0,986.0
0F3B8A70-0451-4919-86E6-E91AC25A1137,2,2016/02/23,AA,DFW,"Dallas/Fort Worth, TX",TX,DTW,MI,1102,-3.0,1430,-13.0,0.0,148.0,986.0
0CB02B6D-7B5E-4F74-8394-40DD19B3B467,3,2016/02/24,AA,DFW,"Dallas/Fort Worth, TX",TX,DTW,MI,1109,4.0,1521,38.0,0.0,192.0,986.0
32528E81-5188-4535-8FC0-F7D7B894F6D5,4,2016/02/25,AA,DFW,"Dallas/Fort Worth, TX",TX,DTW,MI,1101,-4.0,1435,-8.0,0.0,154.0,986.0
E2EF8179-6CE3-46FB-82BD-9277B768A8BC,5,2016/02/26,AA,DFW,"Dallas/Fort Worth, TX",TX,DTW,MI,1120,15.0,1447,4.0,0.0,147.0,986.0
6DF8B195-8F67-4D33-AA55-0A801E789027,6,2016/02/27,AA,DFW,"Dallas/Fort Worth, TX",TX,DTW,MI,1059,-6.0,1439,-4.0,0.0,160.0,986.0
3366D0EE-65F5-4ED8-9B0D-1906795C29E1,7,2016/02/28,AA,DFW,"Dallas/Fort Worth, TX",TX,DTW,MI,1102,-3.0,1430,-13.0,0.0,148.0,986.0
E7D48C01-A178-415B-8B0D-F67A8CD168DA,1,2016/02/29,AA,DFW,"Dallas/Fort Worth, TX",TX,DTW,MI,1117,12.0,1450,7.0,0.0,153.0,986.0
CF1AE191-333B-4392-8006-B1CE6B519046,1,2016/02/01,AA,DTW,"Detroit, MI",MI,DFW,TX,1513,-10.0,1731,1.0,0.0,198.0,986.0
4EA2A565-2D1C-4605-B5E0-3695678AA40D,2,2016/02/02,AA,DTW,"Detroit, MI",MI,DFW,TX,1514,-9.0,1736,6.0,0.0,202.0,986.0
74FA6F64-7E82-43CD-AF4E-A5728E7E61F8,3,2016/02/03,AA,DTW,"Detroit, MI",MI,DFW,TX,1544,21.0,1805,35.0,0.0,201.0,986.0
8CFFEF5F-1C8D-4C75-887F-B110F08E295C,4,2016/02/04,AA,DTW,"Detroit, MI",MI,DFW,TX,1524,1.0,1739,9.0,0.0,195.0,986.0
ABF1F623-03B3-44D7-9F07-99D7ACA5A3DA,5,2016/02/05,AA,DTW,"Detroit, MI",MI,DFW,TX,1516,-7.0,1718,-12.0,0.0,182.0,986.0
E2294438-28EC-450E-BAAF-B774629B8005,6,2016/02/06,AA,DTW,"Detroit, MI",MI,DFW,TX,1521,-2.0,1643,-47.0,0.0,142.0,986.0
152FB5CB-2790-41B9-8B97-0B0F3B762A3A,7,2016/02/07,AA,DTW,"Detroit, MI",MI,DFW,TX,1540,17.0,1751,21.0,0.0,191.0,986.0
963DC763-C7ED-4D22-956F-27A8CBCAAC9B,1,2016/02/08,AA,DTW,"Detroit, MI",MI,DFW,TX,1550,27.0,1732,2.0,0.0,162.0,986.0
FA43CB77-74A5-40FD-BB3E-32D9D43AA0DC,2,2016/02/09,AA,DTW,"Detroit, MI",MI,DFW,TX,1612,49.0,1810,40.0,0.0,178.0,986.0
FBB90E02-A1F7-4B67-B02A-41416C7CB22F,3,2016/02/10,AA,DTW,"Detroit, MI",MI,DFW,TX,1528,5.0,1714,-16.0,0.0,166.0,986.0
8DB6A27E-2C38-469C-94C1-8FB3D8AF1E31,4,2016/02/11,AA,DTW,"Detroit, MI",MI,DFW,TX,1537,14.0,1740,10.0,0.0,183.0,986.0
00ECC365-C4F0-4418-B8A9-AE269229FFC8,5,2016/02/12,AA,DTW,"Detroit, MI",MI,DFW,TX,1653,90.0,1938,128.0,0.0,225.0,986.0
AA14639F-A697-4A0B-A741-4267A43E2A00,6,2016/02/13,AA,DTW,"Detroit, MI",MI,DFW,TX,1558,35.0,1810,40.0,0.0,192.0,986.0
AD3937AF-6F16-4397-AC27-4CEBAD9133BF,7,2016/02/14,AA,DTW,"Detroit, MI",MI,DFW,TX,1526,3.0,1726,-4.0,0.0,180.0,986.0
4D841152-3957-4D1E-81B0-F5DA9EF34ACA,1,2016/02/15,AA,DTW,"Detroit, MI",MI,DFW,TX,1526,3.0,1714,-16.0,0.0,168.0,986.0
8077FF1A-DB66-460D-A9C6-3C9F787BC854,2,2016/02/16,AA,DTW,"Detroit, MI",MI,DFW,TX,1525,2.0,1708,-22.0,0.0,163.0,986.0
24EA32F4-654D-44EB-AC3E-D2347CC60450,3,2016/02/17,AA,DTW,"Detroit, MI",MI,DFW,TX,1526,3.0,1706,-24.0,0.0,160.0,986.0
286AF497-89AD-4DFB-8F17-B4D44365A436,4,2016/02/18,AA,DTW,"Detroit, MI",MI,DFW,TX,1522,-1.0,1706,-24.0,0.0,164.0,986.0
9883CAC3-6883-4A71-A6AC-E1D2D2D92A68,5,2016/02/19,AA,DTW,"Detroit, MI",MI,DFW,TX,1540,17.0,1743,13.0,0.0,183.0,986.0
CEFC4B11-B1CC-4C05-9950-2E5EFEBFBEB0,6,2016/02/20,AA,DTW,"Detroit, MI",MI,DFW,TX,1517,-6.0,1708,-22.0,0.0,171.0,986.0
637FFE7A-822C-4972-98A2-BFB28895D22B,7,2016/02/21,AA,DTW,"Detroit, MI",MI,DFW,TX,1519,-4.0,1723,-7.0,0.0,184.0,986.0
EEB0CC46-BE73-486D-A93E-15BFF0E5EF68,1,2016/02/22,AA,DTW,"Detroit, MI",MI,DFW,TX,1520,-3.0,1716,-14.0,0.0,176.0,986.0
5394140A-81CF-4422-85B6-217C7B472013,2,2016/02/23,AA,DTW,"Detroit, MI",MI,DFW,TX,1514,-9.0,1714,-16.0,0.0,180.0,986.0
8A7A3824-9192-40FE-BDC5-F503F48902B8,3,2016/02/24,AA,DTW,"Detroit, MI",MI,DFW,TX,1610,47.0,1822,52.0,0.0,192.0,986.0
A055EF7A-55C1-4D9E-9987-F73840A9A1D3,4,2016/02/25,AA,DTW,"Detroit, MI",MI,DFW,TX,1535,12.0,1744,14.0,0.0,189.0,986.0
EB5EB881-3344-4851-8E2A-E517E912B6B9,5,2016/02/26,AA,DTW,"Detroit, MI",MI,DFW,TX,1540,17.0,1733,3.0,0.0,173.0,986.0
9FDFE107-17A0-4E2C-AD34-F59B5CA7FD98,6,2016/02/27,AA,DTW,"Detroit, MI",MI,DFW,TX,1519,-4.0,1706,-24.0,0.0,167.0,986.0
2B794191-B654-4DF1-85DC-30CF95AFA12D,7,2016/02/28,AA,DTW,"Detroit, MI",MI,DFW,TX,1518,-5.0,1711,-19.0,0.0,173.0,986.0
F4275FCA-DBED-4358-AA2B-9F705307495D,1,2016/02/29,AA,DTW,"Detroit, MI",MI,DFW,TX,1530,7.0,1721,-9.0,0.0,171.0,986.0
750CE25E-7A65-475B-9D56-B8A5A3615ADE,1,2016/02/01,AA,SEA,"Seattle, WA",WA,JFK,NY,637,-8.0,1433,-33.0,0.0,296.0,2422.0
A2DA6904-4EDD-4811-8B4F-10F9830FBA33,6,2016/02/13,AA,LAS,"Las Vegas, NV",NV,ORD,IL,33,-7.0,556,-18.0,0.0,203.0,1514.0
BCE58035-AF4B-49A1-B491-F05791C70EEE,7,2016/02/14,AA,LAS,"Las Vegas, NV",NV,ORD,IL,30,-10.0,538,-36.0,0.0,188.0,1514.0
4EADF051-2FAB-42B2-A374-D9201FDDC1D6,1,2016/02/15,AA,LAS,"Las Vegas, NV",NV,ORD,IL,42,2.0,640,26.0,0.0,238.0,1514.0
E88007AD-0405-448F-BC8E-2DF675539C57,2,2016/02/16,AA,LAS,"Las Vegas, NV",NV,ORD,IL,35,-5.0,606,-8.0,0.0,211.0,1514.0
392D014E-1677-4DAA-9585-32D892988F3C,3,2016/02/17,AA,LAS,"Las Vegas, NV",NV,ORD,IL,34,-6.0,604,-10.0,0.0,210.0,1514.0
28DC54D7-C523-4128-818B-6FA06BC3F367,4,2016/02/18,AA,LAS,"Las Vegas, NV",NV,ORD,IL,33,-7.0,549,-25.0,0.0,196.0,1514.0
1E8AF353-89FA-4BBF-8AF2-6E81AE111803,5,2016/02/19,AA,LAS,"Las Vegas, NV",NV,ORD,IL,34,-6.0,545,-29.0,0.0,191.0,1514.0
D84BB8F5-BBD5-488A-8EFB-F64DAB972607,6,2016/02/20,AA,LAS,"Las Vegas, NV",NV,ORD,IL,33,-7.0,539,-35.0,0.0,186.0,1514.0
7BA4B58B-CA8F-448B-B5B2-12902C4DA532,7,2016/02/21,AA,LAS,"Las Vegas, NV",NV,ORD,IL,34,-6.0,543,-31.0,0.0,189.0,1514.0
3876CBE9-0A2C-42E9-92E6-CCAED791BD8B,1,2016/02/22,AA,LAS,"Las Vegas, NV",NV,ORD,IL,34,-6.0,557,-17.0,0.0,203.0,1514.0
88A8B9DD-9AB1-4B39-9BC5-5491A9481E89,2,2016/02/23,AA,LAS,"Las Vegas, NV",NV,ORD,IL,37,-3.0,544,-30.0,0.0,187.0,1514.0
7C6A289F-B17E-4ADC-97B1-B8E02ABBF18D,3,2016/02/24,AA,LAS,"Las Vegas, NV",NV,ORD,IL,31,-9.0,559,-15.0,0.0,208.0,1514.0
A3D0BC1C-9F5A-453D-95C8-723F72F696C9,4,2016/02/25,AA,LAS,"Las Vegas, NV",NV,ORD,IL,35,-5.0,601,-13.0,0.0,206.0,1514.0
555284CA-3D81-4557-A674-1D9853D63D52,5,2016/02/26,AA,LAS,"Las Vegas, NV",NV,ORD,IL,1301,741.0,1905,771.0,0.0,244.0,1514.0
F4F81A32-1E33-439C-85B6-87C57EECAE0A,6,2016/02/27,AA,LAS,"Las Vegas, NV",NV,ORD,IL,103,23.0,631,17.0,0.0,208.0,1514.0
2E20A062-2033-4D41-9A47-00B7969CF0D0,7,2016/02/28,AA,LAS,"Las Vegas, NV",NV,ORD,IL,34,-6.0,558,-16.0,0.0,204.0,1514.0
DED196A1-E32E-4DD4-B5E9-8CADF64C12CE,1,2016/02/29,AA,LAS,"Las Vegas, NV",NV,ORD,IL,723,403.0,1241,387.0,0.0,198.0,1514.0
FACDA431-5DC0-4D41-BB08-99A975872249,1,2016/02/01,AA,DFW,"Dallas/Fort Worth, TX",TX,DEN,CO,,,,,1.0,,641.0
400DC54A-20B1-442D-BA25-47A81AF8803D,2,2016/02/02,AA,DFW,"Dallas/Fort Worth, TX",TX,DEN,CO,2144,-6.0,2238,-19.0,0.0,114.0,641.0
B001B036-212B-4786-942D-21B06E9C754B,3,2016/02/03,AA,DFW,"Dallas/Fort Worth, TX",TX,DEN,CO,2230,40.0,2335,38.0,0.0,125.0,641.0
8CC731BB-E128-420B-B257-1C288A51850E,4,2016/02/04,AA,DFW,"Dallas/Fort Worth, TX",TX,DEN,CO,2145,-5.0,2243,-14.0,0.0,118.0,641.0
D777CFF5-4FA1-4CB6-AFF5-1C40E575C478,5,2016/02/05,AA,DFW,"Dallas/Fort Worth, TX",TX,DEN,CO,2207,17.0,2316,19.0,0.0,129.0,641.0
9E60E0CB-47EA-43E3-AC41-32BB42210292,7,2016/02/07,AA,DFW,"Dallas/Fort Worth, TX",TX,DEN,CO,2150,0.0,2302,5.0,0.0,132.0,641.0
FC2A10B6-AA18-4EA7-A61F-BCD7598B5B40,1,2016/02/08,AA,DFW,"Dallas/Fort Worth, TX",TX,DEN,CO,2149,-1.0,2303,6.0,0.0,134.0,641.0
72BE143D-4120-4FA2-A8F5-648EF3C61235,2,2016/02/09,AA,DFW,"Dallas/Fort Worth, TX",TX,DEN,CO,2146,-4.0,2257,0.0,0.0,131.0,641.0
5EBC7106-5DE5-47B3-BD9B-D00E28E67AF4,3,2016/02/10,AA,DFW,"Dallas/Fort Worth, TX",TX,DEN,CO,2148,-2.0,2254,-3.0,0.0,126.0,641.0
F632B923-F7A4-46CB-B03C-28267ACECB83,4,2016/02/11,AA,DFW,"Dallas/Fort Worth, TX",TX,DEN,CO,2155,5.0,2259,2.0,0.0,124.0,641.0
A5DE1E0E-5448-478F-9C25-58A42B966B42,5,2016/02/12,AA,DFW,"Dallas/Fort Worth, TX",TX,DEN,CO,2150,0.0,2254,-3.0,0.0,124.0,641.0
A839AC3B-80AB-4B7A-9B94-4DAF530983D7,6,2016/02/13,AA,DFW,"Dallas/Fort Worth, TX",TX,DEN,CO,2144,-6.0,2239,-18.0,0.0,115.0,641.0
E3E2F674-B289-42FA-AC2A-5EDA1944AC6E,7,2016/02/14,AA,DFW,"Dallas/Fort Worth, TX",TX,DEN,CO,2214,24.0,2321,24.0,0.0,127.0,641.0
3F45AC8B-719B-4AA2-920C-168C49140E03,1,2016/02/15,AA,DFW,"Dallas/Fort Worth, TX",TX,DEN,CO,2145,-5.0,2252,-5.0,0.0,127.0,641.0
0D94B718-4DDE-4CC6-AC94-D4CFDC97C21B,2,2016/02/16,AA,DFW,"Dallas/Fort Worth, TX",TX,DEN,CO,2149,-1.0,2304,7.0,0.0,135.0,641.0
E53064DF-8C02-4909-A4ED-1856F24E1544,3,2016/02/17,AA,DFW,"Dallas/Fort Worth, TX",TX,DEN,CO,2145,-5.0,2248,-9.0,0.0,123.0,641.0
756A780E-EDB9-450A-8007-6A5EBFE4D16C,4,2016/02/18,AA,DFW,"Dallas/Fort Worth, TX",TX,DEN,CO,2145,-5.0,2244,-13.0,0.0,119.0,641.0
DCE06429-783F-4D3C-8439-38BBA403F9C8,5,2016/02/19,AA,DFW,"Dallas/Fort Worth, TX",TX,DEN,CO,2143,-7.0,2243,-14.0,0.0,120.0,641.0
03BC8C00-0DE1-49BD-9455-C351CE399B8F,6,2016/02/20,AA,DFW,"Dallas/Fort Worth, TX",TX,DEN,CO,2145,-5.0,2252,-5.0,0.0,127.0,641.0
9BE687C6-068E-40DA-874E-63C371880A12,7,2016/02/21,AA,DFW,"Dallas/Fort Worth, TX",TX,DEN,CO,2213,23.0,2344,47.0,0.0,151.0,641.0
DD13EF12-752A-479A-AA05-7913BB574264,1,2016/02/22,AA,DFW,"Dallas/Fort Worth, TX",TX,DEN,CO,2145,-5.0,2251,-6.0,0.0,126.0,641.0
73CCC895-F552-4B28-83BB-15415E031886,2,2016/02/23,AA,DFW,"Dallas/Fort Worth, TX",TX,DEN,CO,2157,7.0,2253,-4.0,0.0,116.0,641.0
4F2323BE-A38B-4E07-86CE-A571FA2CCD9D,3,2016/02/24,AA,DFW,"Dallas/Fort Worth, TX",TX,DEN,CO,2148,-2.0,2252,-5.0,0.0,124.0,641.0
65C570AA-2573-4186-A3D4-6D2E096606D2,4,2016/02/25,AA,DFW,"Dallas/Fort Worth, TX",TX,DEN,CO,2202,12.0,2309,12.0,0.0,127.0,641.0
F08E3E61-70C0-4B17-80C5-74B331BD7F88,5,2016/02/26,AA,DFW,"Dallas/Fort Worth, TX",TX,DEN,CO,2145,-5.0,2246,-11.0,0.0,121.0,641.0
F7B9230B-4231-4C87-A07C-39C563D76A77,6,2016/02/27,AA,DFW,"Dallas/Fort Worth, TX",TX,DEN,CO,2142,-8.0,2236,-21.0,0.0,114.0,641.0
DB5F97D3-EF1A-4108-A95E-BD9D5A168E85,7,2016/02/28,AA,DFW,"Dallas/Fort Worth, TX",TX,DEN,CO,2148,-2.0,2244,-13.0,0.0,116.0,641.0
B05FF64F-A41A-4CFD-A8E2-6E7FF87AC7EE,1,2016/02/29,AA,DFW,"Dallas/Fort Worth, TX",TX,DEN,CO,2144,-6.0,2247,-10.0,0.0,123.0,641.0
6D61016C-451E-4547-95C4-072A681C3F09,1,2016/02/01,AA,MCI,"Kansas City, MO",MO,DFW,TX,924,-5.0,1108,-7.0,0.0,104.0,460.0
E7F699A5-D0D0-47E5-8761-1AC51B9447B2,2,2016/02/02,AA,MCI,"Kansas City, MO",MO,DFW,TX,925,-4.0,1105,-10.0,0.0,100.0,460.0
91381989-281C-4B33-B9B5-EC4907194167,3,2016/02/03,AA,MCI,"Kansas City, MO",MO,DFW,TX,918,-11.0,1125,10.0,0.0,127.0,460.0
7A894836-0253-4A22-9554-C4BB684FD1AD,4,2016/02/04,AA,MCI,"Kansas City, MO",MO,DFW,TX,921,-8.0,1058,-17.0,0.0,97.0,460.0
7BDACCC1-20BE-4E89-BC72-80BA48B2CDAD,5,2016/02/05,AA,MCI,"Kansas City, MO",MO,DFW,TX,923,-6.0,1106,-9.0,0.0,103.0,460.0
22EC0EB6-FA99-45DD-BAE6-35C586274835,6,2016/02/06,AA,MCI,"Kansas City, MO",MO,DFW,TX,925,-4.0,1102,-13.0,0.0,97.0,460.0
188F7C2C-318C-4F1B-AF0D-42A5D2677AFF,7,2016/02/07,AA,MCI,"Kansas City, MO",MO,DFW,TX,918,-11.0,1053,-22.0,0.0,95.0,460.0
B89DCE2D-9ACA-494C-8147-3264DE9B87DB,1,2016/02/08,AA,MCI,"Kansas City, MO",MO,DFW,TX,925,-4.0,1053,-22.0,0.0,88.0,460.0
30BCB8F3-A12D-43BF-92C3-621592D4033B,2,2016/02/09,AA,MCI,"Kansas City, MO",MO,DFW,TX,924,-5.0,1058,-17.0,0.0,94.0,460.0
CD46B57B-3637-4477-B18C-34CE1BA5972B,3,2016/02/10,AA,MCI,"Kansas City, MO",MO,DFW,TX,927,-2.0,1049,-26.0,0.0,82.0,460.0
FD11D3B7-9D3C-4043-AC81-A18C504A8D54,4,2016/02/11,AA,MCI,"Kansas City, MO",MO,DFW,TX,922,-7.0,1055,-20.0,0.0,93.0,460.0
3B089DA8-2A3D-4348-8DE7-A9A097DE4F1A,5,2016/02/12,AA,MCI,"Kansas City, MO",MO,DFW,TX,926,-3.0,1102,-13.0,0.0,96.0,460.0
9533490A-67E6-4E44-8EB4-11A1D7B4797B,6,2016/02/13,AA,MCI,"Kansas City, MO",MO,DFW,TX,922,-7.0,1102,-13.0,0.0,100.0,460.0
9E761D97-BAEC-4088-A606-B65A5A1016B2,7,2016/02/14,AA,MCI,"Kansas City, MO",MO,DFW,TX,919,-10.0,1056,-19.0,0.0,97.0,460.0
26EBA976-90F9-4FF5-88AA-D89906123ABA,1,2016/02/15,AA,MCI,"Kansas City, MO",MO,DFW,TX,921,-8.0,1049,-26.0,0.0,88.0,460.0
8517FBB3-7A21-46B9-9BF6-C241DBD8043E,2,2016/02/16,AA,MCI,"Kansas City, MO",MO,DFW,TX,923,-6.0,1055,-20.0,0.0,92.0,460.0
4DBBD526-EE16-4855-A09D-6598EEADAE06,3,2016/02/17,AA,MCI,"Kansas City, MO",MO,DFW,TX,920,-9.0,1043,-32.0,0.0,83.0,460.0
0BBB1C36-80E0-43F7-8840-C60238F2F13D,4,2016/02/18,AA,MCI,"Kansas City, MO",MO,DFW,TX,925,-4.0,1109,-6.0,0.0,104.0,460.0
7700E1B5-E707-4752-AB32-59775FB2B75C,5,2016/02/19,AA,MCI,"Kansas City, MO",MO,DFW,TX,920,-9.0,1108,-7.0,0.0,108.0,460.0
C0C355D5-D71A-4FA4-9BFE-96B05C40627A,6,2016/02/20,AA,MCI,"Kansas City, MO",MO,DFW,TX,938,9.0,1113,-2.0,0.0,95.0,460.0
D22E112D-36AE-4BAF-91E0-972DA4137C8B,7,2016/02/21,AA,MCI,"Kansas City, MO",MO,DFW,TX,924,-5.0,1059,-16.0,0.0,95.0,460.0
845B985C-195A-47DB-80C8-29364EEA286C,1,2016/02/22,AA,MCI,"Kansas City, MO",MO,DFW,TX,901,-28.0,1059,-16.0,0.0,118.0,460.0
B5320D77-2410-4D0B-BA41-4C05AE88A8D4,2,2016/02/23,AA,MCI,"Kansas City, MO",MO,DFW,TX,923,-6.0,1111,-4.0,0.0,108.0,460.0
82A3B180-434C-422F-9DA2-8AFD7A9D5CE2,3,2016/02/24,AA,MCI,"Kansas City, MO",MO,DFW,TX,921,-8.0,1052,-23.0,0.0,91.0,460.0
A484A70F-94D4-44FF-8FC7-AA42C4E3F1E4,4,2016/02/25,AA,MCI,"Kansas City, MO",MO,DFW,TX,921,-8.0,1100,-15.0,0.0,99.0,460.0
FD5A537D-BA2E-4E81-A2AA-CB6F058D2937,5,2016/02/26,AA,MCI,"Kansas City, MO",MO,DFW,TX,923,-6.0,1107,-8.0,0.0,104.0,460.0
FA6978DC-7833-4A14-B200-0B0F7F602807,6,2016/02/27,AA,MCI,"Kansas City, MO",MO,DFW,TX,920,-9.0,1053,-22.0,0.0,93.0,460.0
B0E9C908-3FED-405C-ADC0-CCBD801684A7,7,2016/02/28,AA,MCI,"Kansas City, MO",MO,DFW,TX,920,-9.0,1111,-4.0,0.0,111.0,460.0
96683E19-6E4A-491D-B881-8FA1F412B41B,1,2016/02/29,AA,MCI,"Kansas City, MO",MO,DFW,TX,922,-7.0,1052,-23.0,0.0,90.0,460.0
0447AB72-95B6-47A0-9777-1AE9DB093CD2,1,2016/02/01,AA,DFW,"Dallas/Fort Worth, TX",TX,GUC,CO,1056,6.0,1158,-2.0,0.0,122.0,678.0
ADF21046-DC87-4A63-9F95-F894AC708E08,2,2016/02/02,AA,DFW,"Dallas/Fort Worth, TX",TX,GUC,CO,1043,-7.0,1147,-13.0,0.0,124.0,678.0
82910CFB-579F-4154-AAB8-61D478D5AEF9,3,2016/02/03,AA,DFW,"Dallas/Fort Worth, TX",TX,GUC,CO,1044,-6.0,1149,-11.0,0.0,125.0,678.0
B8336C85-CBCD-461D-B4C7-4407A7A7CCB3,4,2016/02/04,AA,DFW,"Dallas/Fort Worth, TX",TX,GUC,CO,1043,-7.0,1158,-2.0,0.0,135.0,678.0
B46AE7F9-8ACB-4187-B07E-760F752DACD8,5,2016/02/05,AA,DFW,"Dallas/Fort Worth, TX",TX,GUC,CO,1048,-2.0,1217,17.0,0.0,149.0,678.0
3B83559E-DAB4-4714-9F5D-242858EACB32,6,2016/02/06,AA,DFW,"Dallas/Fort Worth, TX",TX,GUC,CO,1141,-4.0,1246,-5.0,0.0,125.0,678.0
A5660EB6-4786-460D-9261-546962847465,7,2016/02/07,AA,DFW,"Dallas/Fort Worth, TX",TX,GUC,CO,1155,65.0,1255,55.0,0.0,120.0,678.0
01E2B242-7585-47FC-BA99-58FA319C3C37,1,2016/02/08,AA,DFW,"Dallas/Fort Worth, TX",TX,GUC,CO,1041,-9.0,1207,7.0,0.0,146.0,678.0
91E9D3A0-842B-42DE-BAEF-190E8EE9F6D5,2,2016/02/09,AA,DFW,"Dallas/Fort Worth, TX",TX,GUC,CO,1050,0.0,1158,-2.0,0.0,128.0,678.0
CB8992A1-88D2-4427-9BCC-A677072A402B,3,2016/02/10,AA,DFW,"Dallas/Fort Worth, TX",TX,GUC,CO,1056,6.0,1155,-5.0,0.0,119.0,678.0
45C5DB40-7549-4C0A-B77E-81B5BEF02E2C,4,2016/02/11,AA,DFW,"Dallas/Fort Worth, TX",TX,GUC,CO,1048,-2.0,1205,5.0,0.0,137.0,678.0
D24C2983-E623-4CCD-901B-3C494902E8C3,5,2016/02/12,AA,DFW,"Dallas/Fort Worth, TX",TX,GUC,CO,1043,-7.0,1158,-2.0,0.0,135.0,678.0
27C3DC2F-5013-4C96-AEAF-9B07941DD8BD,6,2016/02/13,AA,DFW,"Dallas/Fort Worth, TX",TX,GUC,CO,1152,7.0,1300,9.0,0.0,128.0,678.0
352C8F4E-1CF7-48A0-BF44-9F8DAF070365,7,2016/02/14,AA,DFW,"Dallas/Fort Worth, TX",TX,GUC,CO,1048,-2.0,1214,14.0,0.0,146.0,678.0
4B18B734-18F4-467D-A78B-E19A4B0E89AF,1,2016/02/15,AA,DFW,"Dallas/Fort Worth, TX",TX,GUC,CO,1048,-2.0,1206,6.0,0.0,138.0,678.0
79BA2AEF-9A23-4CE8-ACD4-AB773434C9C9,2,2016/02/16,AA,DFW,"Dallas/Fort Worth, TX",TX,GUC,CO,1045,-5.0,1156,-4.0,0.0,131.0,678.0
